IES,TIPO DE IES,TIPO DE GESTION,DEPARTAMENTO/REGION,SEDE (DISTRITO),PROGRAMA ACADEMICO,MODALIDAD
560,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA FISICA
561,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA GEOLOGICA
562,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA INDUSTRIAL
563,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA MECANICA
564,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA MECANICA Y ELECTRICA
565,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA MECATRONICA
566,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA METALURGICA
567,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA NAVAL
568,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA PETROQUIMICA
569,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA QUIMICA
570,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA SANITARIA
571,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,INGENIERIA TEXTIL
572,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,MATEMATICA
573,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,QUIMICA
574,UNIVERSIDAD NACIONAL DE INGENIERIA,UNIVERSIDAD,PUBLICA,LIMA,RIMAC,URBANISMO
575,UNIVERSIDAD NACIONAL DE JAEN,UNIVERSIDAD,PUBLICA,CAJAMARCA,JAEN,INGENIERIA CIVIL
576,UNIVERSIDAD NACIONAL DE JAEN,UNIVERSIDAD,PUBLICA,CAJAMARCA,JAEN,INGENIERIA DE INDUSTRIAS ALIMENTARIAS
577,UNIVERSIDAD NACIONAL DE JAEN,UNIVERSIDAD,PUBLICA,CAJAMARCA,JAEN,INGENIERIA FORESTAL Y AMBIENTAL
578,UNIVERSIDAD NACIONAL DE JAEN,UNIVERSIDAD,PUBLICA,CAJAMARCA,JAEN,INGENIERIA MECANICA Y ELECTRICA
579,UNIVERSIDAD NACIONAL DE JAEN,UNIVERSIDAD,PUBLICA,CAJAMARCA,JAEN,TECNOLOGIA MEDICA CON ESPECIALIDAD EN LABORATORIO CLINICO
580,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,ADMINISTRACION Y EMPRENDIMIENTO EMPRESARIAL
581,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,ECONOMIA
582,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,GESTION PUBLICA Y DESARROLLO SOCIAL
583,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,INGENIERIA AMBIENTAL Y FORESTAL
584,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,INGENIERIA DE SOFTWARE Y SISTEMAS
585,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,INGENIERIA EN ENERGIAS RENOVABLES
586,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,INGENIERIA EN INDUSTRIAS ALIMENTARIAS
587,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,INGENIERIA INDUSTRIAL
588,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,INGENIERIA MECATRONICA
589,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,JULIACA,INGENIERIA TEXTIL Y DE CONFECCIONES
590,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,SAN MIGUEL,INGENIERIA AMBIENTAL Y FORESTAL
591,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,SAN MIGUEL,INGENIERIA DE SOFTWARE Y SISTEMAS
592,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,SAN MIGUEL,INGENIERIA EN ENERGIAS RENOVABLES
593,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,SAN MIGUEL,INGENIERIA EN INDUSTRIAS ALIMENTARIAS
594,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,SAN MIGUEL,INGENIERIA INDUSTRIAL
595,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,SAN MIGUEL,INGENIERIA MECATRONICA
596,UNIVERSIDAD NACIONAL DE JULIACA,UNIVERSIDAD,PUBLICA,PUNO,SAN MIGUEL,INGENIERIA TEXTIL Y DE CONFECCIONES
597,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,BARRANCA,ACUICULTURA
598,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,CONTAMANA,ADMINISTRACION
599,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,CONTAMANA,CONTABILIDAD
600,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,ADMINISTRACION
601,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,AGRONOMIA
602,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,ANTROPOLOGIA SOCIAL
603,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,BROMATOLOGIA Y NUTRICION HUMANA
604,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,CONTABILIDAD
605,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,DERECHO Y CIENCIAS POLITICAS
606,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,ECONOMIA
607,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,"EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA"
608,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,"EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA"
609,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION INICIAL
610,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION INICIAL
611,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION PRIMARIA
612,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION PRIMARIA
613,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS NATURALES
614,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES
615,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES
616,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN FILOSOFIA Y PSICOPEDAGOGIA
617,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN FILOSOFIA Y PSICOPEDAGOGIA
618,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN INGLES Y ALEMAN
619,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN INGLES Y FRANCES
620,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN INGLES Y PORTUGUES
621,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUA Y LITERATURA
622,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUA Y LITERATURA
623,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA E INFORMATICA
624,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA E INFORMATICA
625,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,ENFERMERIA
626,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,INGENIERIA DE SISTEMAS E INFORMATICA
627,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,INGENIERIA EN GESTION AMBIENTAL
628,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,INGENIERIA EN INDUSTRIAS ALIMENTARIAS
629,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,INGENIERIA QUIMICA
630,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,IQUITOS,NEGOCIOS INTERNACIONALES Y TURISMO
631,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,"EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA"
632,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,"EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA"
633,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION INICIAL
634,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION INICIAL
635,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION PRIMARIA
636,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION PRIMARIA
637,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES
638,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES
639,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN FILOSOFIA Y PSICOPEDAGOGIA
640,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN FILOSOFIA Y PSICOPEDAGOGIA
641,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUA Y LITERATURA
642,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUA Y LITERATURA
643,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA E INFORMATICA
644,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,NAUTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA E INFORMATICA
645,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,PUNCHANA,MEDICINA HUMANA
646,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,"EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA"
647,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,"EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA"
648,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION INICIAL
649,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION INICIAL
650,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION PRIMARIA
651,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION PRIMARIA
652,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES
653,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES
654,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN FILOSOFIA Y PSICOPEDAGOGIA
655,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN FILOSOFIA Y PSICOPEDAGOGIA
656,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUA Y LITERATURA
657,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUA Y LITERATURA
658,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA E INFORMATICA
659,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,RAMON CASTILLA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA E INFORMATICA
660,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,REQUENA,ADMINISTRACION
661,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,REQUENA,CONTABILIDAD
662,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,ACUICULTURA
663,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,AGRONOMIA
664,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,BROMATOLOGIA Y NUTRICION HUMANA
665,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,CIENCIAS BIOLOGICAS
666,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,"EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA"
667,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,"EDUCACION FISICA, CON MENCION EN FORMACION DEPORTIVA"
668,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS NATURALES
669,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES
670,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES
671,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,ENFERMERIA
672,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,FARMACIA Y BIOQUIMICA
673,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,INGENIERIA DE SISTEMAS E INFORMATICA
674,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,INGENIERIA EN ECOLOGIA DE BOSQUES TROPICALES
675,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,INGENIERIA EN GESTION AMBIENTAL
676,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,INGENIERIA EN INDUSTRIAS ALIMENTARIAS
677,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,INGENIERIA FORESTAL
678,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,INGENIERIA QUIMICA
679,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,MEDICINA HUMANA
680,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,SAN JUAN BAUTISTA,ODONTOLOGIA
681,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNIVERSIDAD,PUBLICA,LORETO,YURIMAGUAS,ZOOTECNIA
682,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,ICHUÑA,INGENIERIA DE MINAS
683,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,MOQUEGUA,CONTABILIDAD
684,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,MOQUEGUA,DERECHO
685,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,MOQUEGUA,GESTION PUBLICA Y DESARROLLO SOCIAL
686,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,MOQUEGUA,INGENIERIA AGROINDUSTRIAL
687,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,MOQUEGUA,INGENIERIA CIVIL
688,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,MOQUEGUA,INGENIERIA DE MINAS
689,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,MOQUEGUA,MEDICINA
690,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,PACOCHA,ADMINISTRACION
691,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,PACOCHA,CONTABILIDAD
692,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,PACOCHA,DERECHO
693,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,PACOCHA,INGENIERIA AMBIENTAL
694,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,PACOCHA,INGENIERIA DE SISTEMAS E INFORMATICA
695,UNIVERSIDAD NACIONAL DE MOQUEGUA,UNIVERSIDAD,PUBLICA,MOQUEGUA,PACOCHA,INGENIERIA PESQUERA
696,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,AGRONOMIA
697,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,ARQUITECTURA Y URBANISMO
698,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,CIENCIAS ADMINISTRATIVAS
699,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,CIENCIAS BIOLOGICAS
700,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,CIENCIAS CONTABLES Y FINANCIERAS
701,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,CIENCIAS DE LA COMUNICACION
702,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,DERECHO Y CIENCIAS POLITICAS
703,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,ECONOMIA
704,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,EDUCACION INICIAL
705,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,EDUCACION PRIMARIA
706,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,ENFERMERIA
707,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,ESTADISTICA
708,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,ESTOMATOLOGIA
709,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,FISICA
710,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,HISTORIA Y GEOGRAFIA
711,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA AGRICOLA
712,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA AGROINDUSTRIAL E INDUSTRIAS ALIMENTARIAS
713,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA AMBIENTAL Y SEGURIDAD INDUSTRIAL
714,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA CIVIL
715,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA DE MINAS
716,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA DE PETROLEO
717,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES
718,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA GEOLOGICA
719,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA INDUSTRIAL
720,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA INFORMATICA
721,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA MECATRONICA
722,UNIVERSIDAD NACIONAL DE PIURA,UNIVERSIDAD,PUBLICA,PIURA,CASTILLA,INGENIERIA PESQUERA
